0.903481	0.904338	0.905900	0.908378	0.911846	0.916156	0.920945	0.925730	0.930055	0.933620	0.936343	0.938338	0.939799	0.940849	0.941411	0.941215	0.939967	0.937578	0.934330	0.930829	0.927790	0.925759	0.924938	0.925182	0.926139	0.927441	0.928850	0.930315	0.931910	0.933701	0.935591	0.937267	0.938271	0.938160	0.936640	0.933635	0.929312	0.924078	0.918516	0.913225	0.908582	0.904559	0.900611	0.895526	0.887194	0.872564	0.848334	0.812541	0.766312	0.714381	0.663543	0.619890	0.586640	0.563873	0.549634	0.541007	0.534419	0.525818	0.511704	0.490886	0.465533	0.440322	0.419952	0.406757	0.400005	0.397135	0.395811	0.395223	0.395915	0.398609	0.403169	0.408446	0.412913	0.415465	0.415837	0.414561	0.412542	0.410626	0.409286	0.408536	0.408039	0.407318	0.405961	0.403748	0.400687	0.397000	0.393066	0.389323	0.386110	0.383561	0.381592	0.379981	0.378437	0.376627	0.374205	0.370840	0.366202	0.359832	0.350983	0.338641	0.321871	0.300312	0.274476	0.245652	0.215606	0.186309	0.159696	0.137493	0.121350	0.113380	0.116396	0.132876	0.162788	0.201822	0.241713	0.272719	0.286899	0.280645	0.255656	0.218177	0.176723	0.139101	0.110079	0.090716	0.079348	0.073297	0.070286	0.069020	0.069037	0.070226	0.072416	0.075210	0.078041	0.080408	0.082202	0.084042	0.087510	0.095017	0.109021	0.130573	0.157858	0.185963	0.208787	0.222359	0.227240	0.227923	0.229576	0.234636	0.241738	0.247467	0.249377	0.248007	0.246578	0.248854	0.257001	0.270973	0.289463	0.311199	0.335316	0.360685	0.385265	0.406348	0.421470	0.429170	0.429313	0.423299	0.414217	0.406344	0.403571	0.407499	0.416725	0.428152	0.439453	0.450548	0.462703	0.476043	0.487914	0.493780	0.490102	0.477031	0.459011	0.442988	0.435227	0.438407	0.450363	0.465123	0.475830	0.478197	0.472606	0.463410	0.455781	0.452234	0.451292	0.449099	0.442668	0.432468	0.422640	0.418589	0.423505	0.436171	0.451614	0.463863	0.468694	0.464782	0.453348	0.437400	0.421080	0.408709	0.403208	0.404483	0.409084	0.411619	0.407120	0.393142	0.370972	0.345735	0.324988	0.315672	0.320729	0.337780	0.360974	0.384386	0.404205	0.418593	0.426645	0.428269	0.425100	0.421036	0.421130	0.429132	0.445345	0.466301	0.486506	0.501034	0.507443	0.506162	0.499602	0.490791	0.482262	
0.906185	0.906873	0.908230	0.910484	0.913727	0.917832	0.922452	0.927107	0.931330	0.934806	0.937451	0.939377	0.940791	0.941825	0.942412	0.942284	0.941122	0.938802	0.935559	0.931978	0.928780	0.926549	0.925539	0.925648	0.926542	0.927837	0.929251	0.930675	0.932141	0.933706	0.935316	0.936733	0.937577	0.937447	0.936047	0.933266	0.929220	0.924268	0.918947	0.913823	0.909264	0.905256	0.901291	0.896216	0.888005	0.873707	0.850101	0.815212	0.770031	0.719051	0.668822	0.625268	0.591512	0.567584	0.551549	0.540687	0.531889	0.521739	0.507226	0.487165	0.463154	0.438992	0.418689	0.404471	0.396115	0.391884	0.390117	0.390215	0.392416	0.396838	0.402731	0.408513	0.412472	0.413573	0.411870	0.408360	0.404405	0.401130	0.399066	0.398136	0.397887	0.397769	0.397334	0.396318	0.394630	0.392320	0.389560	0.386593	0.383662	0.380951	0.378587	0.376649	0.375116	0.373781	0.372238	0.369979	0.366489	0.361198	0.353311	0.341773	0.325573	0.304252	0.278243	0.248827	0.217864	0.187509	0.159919	0.136972	0.120309	0.111867	0.114205	0.129622	0.158087	0.195515	0.233991	0.264109	0.278122	0.272418	0.248539	0.212494	0.172551	0.136307	0.108395	0.089829	0.078976	0.073224	0.070355	0.069109	0.069052	0.070131	0.072254	0.075108	0.078174	0.080952	0.083310	0.085840	0.090114	0.098524	0.113466	0.135869	0.163768	0.192180	0.215121	0.228957	0.234668	0.236997	0.240976	0.248547	0.257762	0.264910	0.267702	0.267140	0.266845	0.270602	0.280139	0.294743	0.312566	0.332214	0.353202	0.375112	0.396583	0.415224	0.428483	0.434676	0.433615	0.426879	0.417741	0.410398	0.408338	0.412617	0.421409	0.431492	0.440700	0.449330	0.459135	0.470762	0.481971	0.488420	0.486538	0.476300	0.461850	0.449574	0.444822	0.449202	0.459874	0.471084	0.477105	0.475141	0.466714	0.456577	0.449673	0.447997	0.449526	0.449927	0.445819	0.437362	0.428417	0.424112	0.427450	0.437288	0.449047	0.457352	0.458578	0.451931	0.439153	0.423726	0.409969	0.401844	0.401426	0.407722	0.416751	0.423011	0.421549	0.409756	0.388531	0.362596	0.339357	0.326046	0.326356	0.338872	0.358495	0.379505	0.397780	0.411121	0.418732	0.421197	0.420898	0.421746	0.427654	0.440495	0.458950	0.479038	0.495926	0.505897	0.507514	0.501672	0.490852	0.478092	0.466054	
0.909224	0.909703	0.910804	0.912777	0.915740	0.919598	0.924019	0.928525	0.932636	0.936023	0.938590	0.940455	0.941831	0.942859	0.943482	0.943427	0.942358	0.940109	0.936872	0.933207	0.929842	0.927400	0.926185	0.926143	0.926959	0.928234	0.929638	0.931003	0.932314	0.933622	0.934917	0.936047	0.936715	0.936568	0.935311	0.932792	0.929070	0.924443	0.919398	0.914463	0.909995	0.905998	0.902001	0.896916	0.888804	0.874820	0.851809	0.817762	0.773497	0.723256	0.673383	0.629713	0.595374	0.570406	0.552876	0.540168	0.529497	0.517942	0.502923	0.483310	0.460279	0.436928	0.416690	0.401676	0.392071	0.386825	0.384860	0.385735	0.389375	0.395277	0.402009	0.407445	0.409602	0.407563	0.401904	0.394405	0.387158	0.381699	0.378590	0.377538	0.377827	0.378717	0.379661	0.380322	0.380512	0.380135	0.379186	0.377739	0.375928	0.373930	0.371996	0.370437	0.369498	0.369145	0.368986	0.368384	0.366653	0.363074	0.356739	0.346476	0.331133	0.310116	0.283803	0.253532	0.221341	0.189636	0.160813	0.136866	0.119348	0.109926	0.110826	0.124146	0.149942	0.184529	0.220587	0.249257	0.263090	0.258439	0.236542	0.202974	0.165571	0.131603	0.105520	0.088308	0.078414	0.073339	0.070943	0.069997	0.070086	0.071202	0.073338	0.076272	0.079554	0.082720	0.085647	0.088941	0.094175	0.103717	0.119864	0.143375	0.172097	0.200957	0.224102	0.238265	0.244856	0.248827	0.255019	0.264877	0.275996	0.284552	0.288523	0.289305	0.290701	0.296300	0.307316	0.322412	0.339259	0.356326	0.373434	0.390862	0.408077	0.423310	0.434235	0.439088	0.437528	0.431030	0.422736	0.416522	0.415342	0.419690	0.427424	0.435405	0.441898	0.447781	0.455381	0.465801	0.477057	0.484818	0.485310	0.478187	0.467176	0.458034	0.455213	0.459411	0.467402	0.473998	0.474899	0.468947	0.458721	0.449086	0.444335	0.445561	0.449989	0.452822	0.450432	0.442820	0.433676	0.427966	0.428681	0.434958	0.442776	0.447401	0.445742	0.437426	0.424592	0.411048	0.401085	0.398034	0.402887	0.413649	0.425918	0.434400	0.434583	0.424077	0.403594	0.377391	0.352462	0.336050	0.332427	0.341124	0.357844	0.377089	0.394389	0.407107	0.414461	0.417609	0.419576	0.424256	0.434534	0.450658	0.469997	0.488281	0.501386	0.506681	0.503534	0.493134	0.477968	0.461113	0.445435	
0.912214	0.912488	0.913324	0.914995	0.917657	0.921249	0.925464	0.929820	0.933824	0.937128	0.939628	0.941443	0.942790	0.943820	0.944480	0.944498	0.943519	0.941342	0.938118	0.934381	0.930862	0.928219	0.926803	0.926605	0.927331	0.928568	0.929945	0.931235	0.932380	0.933425	0.934405	0.935249	0.935743	0.935583	0.934473	0.932224	0.928837	0.924545	0.919781	0.915035	0.910653	0.906652	0.902602	0.897479	0.889435	0.875722	0.853235	0.819894	0.776314	0.726490	0.676614	0.632540	0.597530	0.571726	0.553198	0.539315	0.527404	0.514815	0.499266	0.479725	0.457162	0.434254	0.414058	0.398591	0.388293	0.382572	0.380722	0.382370	0.387127	0.393895	0.400536	0.404292	0.402849	0.395479	0.383537	0.369930	0.357771	0.349131	0.344543	0.343339	0.344368	0.346574	0.349237	0.351934	0.354411	0.356502	0.358124	0.359268	0.359971	0.360301	0.360433	0.360700	0.361490	0.362963	0.364861	0.366557	0.367262	0.366094	0.361943	0.353407	0.339111	0.318318	0.291415	0.259917	0.226152	0.192834	0.162576	0.137400	0.118659	0.107631	0.106136	0.116063	0.137653	0.167841	0.200180	0.226628	0.240184	0.237156	0.218319	0.188566	0.155062	0.124582	0.101340	0.086320	0.078111	0.074370	0.073041	0.072904	0.073532	0.074943	0.077211	0.080221	0.083627	0.087049	0.090434	0.094439	0.100651	0.111383	0.128797	0.153450	0.182996	0.212285	0.235597	0.250000	0.257252	0.262416	0.270099	0.281362	0.293608	0.303201	0.308507	0.311146	0.314759	0.322435	0.334804	0.350050	0.365555	0.379721	0.392611	0.405117	0.417589	0.429107	0.437832	0.441999	0.440918	0.435595	0.428709	0.423677	0.422986	0.426776	0.432842	0.438380	0.442255	0.445968	0.452285	0.462497	0.474592	0.484050	0.486824	0.482257	0.473691	0.466326	0.463889	0.466468	0.470801	0.472533	0.468858	0.460115	0.449663	0.442111	0.440721	0.445394	0.452511	0.456950	0.455101	0.447051	0.436497	0.428390	0.425872	0.428519	0.432943	0.434981	0.431893	0.423483	0.412037	0.401431	0.395696	0.397386	0.406401	0.419909	0.433388	0.442131	0.442463	0.432545	0.413062	0.387741	0.362906	0.345446	0.339879	0.346440	0.361504	0.379765	0.396447	0.408523	0.415206	0.418114	0.420791	0.427144	0.439336	0.456506	0.475217	0.491152	0.500811	0.502325	0.495491	0.481533	0.462847	0.442566	0.423813	
0.914783	0.914908	0.915524	0.916924	0.919304	0.922646	0.926667	0.930887	0.934796	0.938027	0.940469	0.942239	0.943561	0.944591	0.945280	0.945359	0.944460	0.942354	0.939155	0.935369	0.931728	0.928912	0.927317	0.926972	0.927605	0.928793	0.930128	0.931337	0.932322	0.933126	0.933823	0.934412	0.934749	0.934574	0.933593	0.931586	0.928500	0.924514	0.920004	0.915427	0.911114	0.907095	0.902975	0.897793	0.889790	0.876308	0.854270	0.821497	0.778379	0.728668	0.678455	0.633712	0.597952	0.571509	0.552473	0.538098	0.525615	0.512414	0.496359	0.476551	0.453958	0.431126	0.410958	0.395411	0.385028	0.379403	0.377969	0.380295	0.385687	0.392513	0.397948	0.398568	0.391703	0.376900	0.356518	0.334875	0.316325	0.303540	0.296954	0.295379	0.297089	0.300613	0.305012	0.309785	0.314675	0.319562	0.324434	0.329343	0.334276	0.339070	0.343533	0.347681	0.351804	0.356222	0.360948	0.365562	0.369305	0.371143	0.369676	0.363152	0.349897	0.329048	0.301106	0.267915	0.232206	0.197033	0.165172	0.138568	0.118250	0.105011	0.100195	0.105476	0.121360	0.145578	0.172819	0.196125	0.209141	0.208182	0.193450	0.168926	0.140848	0.115309	0.096217	0.084584	0.079191	0.077866	0.078595	0.080097	0.081877	0.083958	0.086505	0.089549	0.092906	0.096348	0.099946	0.104431	0.111387	0.123029	0.141348	0.166718	0.196665	0.226032	0.249255	0.263651	0.271163	0.276791	0.284854	0.296170	0.308272	0.318035	0.324346	0.328900	0.334843	0.344503	0.357889	0.372907	0.386901	0.398333	0.407438	0.415556	0.423814	0.432180	0.439401	0.443706	0.443871	0.440161	0.434611	0.430221	0.429271	0.431880	0.436072	0.439519	0.441666	0.444454	0.450768	0.461719	0.474978	0.485754	0.489840	0.486485	0.478852	0.471762	0.468445	0.468664	0.469361	0.467047	0.460187	0.450246	0.440990	0.436501	0.438856	0.446704	0.455668	0.460508	0.457906	0.448288	0.435528	0.424680	0.419114	0.418874	0.421133	0.422125	0.419212	0.412088	0.402887	0.395304	0.392986	0.397797	0.408855	0.422895	0.435642	0.443231	0.442972	0.433664	0.416009	0.393163	0.370616	0.354607	0.349504	0.355856	0.370445	0.388108	0.403905	0.414630	0.419603	0.420852	0.422336	0.428031	0.439725	0.456012	0.473145	0.486948	0.494344	0.493807	0.485152	0.469364	0.448636	0.426156	0.405325	
0.916695	0.916770	0.917259	0.918465	0.920621	0.923751	0.927604	0.931704	0.935525	0.938688	0.941072	0.942797	0.944089	0.945108	0.945812	0.945932	0.945096	0.943054	0.939891	0.936085	0.932360	0.929414	0.927674	0.927205	0.927754	0.928892	0.930183	0.931316	0.932166	0.932773	0.933242	0.933624	0.933830	0.933630	0.932737	0.930910	0.928059	0.924315	0.920011	0.915570	0.911308	0.907265	0.903074	0.897832	0.889867	0.876601	0.854970	0.822683	0.779896	0.730128	0.679399	0.633845	0.597289	0.570319	0.551061	0.536604	0.523959	0.510406	0.493857	0.473560	0.450623	0.427660	0.407575	0.392300	0.382352	0.377293	0.376479	0.379325	0.384855	0.390990	0.394295	0.390710	0.377230	0.353734	0.323692	0.292948	0.267162	0.249601	0.240536	0.238190	0.240203	0.244657	0.250396	0.256876	0.263915	0.271557	0.280032	0.289607	0.300291	0.311588	0.322649	0.332791	0.341915	0.350403	0.358648	0.366622	0.373751	0.378887	0.380289	0.375771	0.363318	0.341982	0.312491	0.277135	0.239130	0.201873	0.168240	0.140014	0.117835	0.101964	0.093235	0.093081	0.102276	0.119418	0.140473	0.159766	0.171794	0.173019	0.163077	0.144916	0.123653	0.104540	0.091119	0.084448	0.083514	0.086256	0.090567	0.094961	0.098783	0.102046	0.105057	0.108075	0.111163	0.114312	0.117752	0.122275	0.129404	0.141193	0.159450	0.184441	0.213722	0.242306	0.264855	0.278853	0.286202	0.291598	0.298943	0.308882	0.319299	0.327836	0.334056	0.339724	0.347383	0.358507	0.372523	0.387211	0.400058	0.409655	0.416304	0.421539	0.427001	0.433371	0.439913	0.444833	0.446347	0.443960	0.439140	0.434671	0.432904	0.434209	0.436969	0.439281	0.440958	0.444059	0.451246	0.463162	0.477043	0.487927	0.491746	0.487999	0.479950	0.472231	0.467724	0.465989	0.464170	0.459419	0.451050	0.441195	0.433746	0.432228	0.437685	0.447741	0.457468	0.461688	0.457538	0.445910	0.430950	0.417848	0.410173	0.408314	0.409814	0.411081	0.409356	0.404013	0.396839	0.391220	0.390485	0.396142	0.407040	0.419962	0.431123	0.437446	0.437019	0.429082	0.414271	0.395197	0.376534	0.363756	0.360791	0.368124	0.382675	0.399396	0.413408	0.421636	0.423719	0.422129	0.421162	0.424860	0.434846	0.449529	0.465161	0.477768	0.484490	0.483802	0.475227	0.459329	0.438020	0.414520	0.392501	
0.917902	0.918046	0.918527	0.919642	0.921650	0.924619	0.928329	0.932315	0.936048	0.939136	0.941454	0.943124	0.944375	0.945369	0.946067	0.946206	0.945413	0.943425	0.940304	0.936503	0.932735	0.929703	0.927862	0.927301	0.927787	0.928889	0.930150	0.931229	0.931980	0.932443	0.932744	0.932967	0.933061	0.932821	0.931964	0.930241	0.927541	0.923961	0.919803	0.915461	0.911240	0.907180	0.902942	0.897670	0.889769	0.876733	0.855509	0.823694	0.781225	0.731398	0.680159	0.633800	0.596438	0.568910	0.549393	0.534824	0.521997	0.508072	0.491002	0.470187	0.446900	0.423879	0.404080	0.389414	0.380290	0.376095	0.375978	0.379151	0.384419	0.389378	0.390112	0.382020	0.361813	0.329703	0.290205	0.250580	0.217679	0.195285	0.183485	0.179936	0.181686	0.186424	0.192819	0.200335	0.208930	0.218908	0.230854	0.245374	0.262573	0.281574	0.300684	0.318244	0.333518	0.346836	0.358991	0.370458	0.380944	0.389241	0.393278	0.390440	0.378393	0.356151	0.324722	0.286886	0.246345	0.206807	0.171207	0.141155	0.116933	0.098311	0.085628	0.080030	0.082469	0.092311	0.106764	0.121494	0.132005	0.135107	0.130028	0.118734	0.105179	0.093714	0.087494	0.087629	0.093263	0.102279	0.112237	0.121209	0.128251	0.133370	0.137106	0.140076	0.142694	0.145232	0.148078	0.152023	0.158438	0.169136	0.185741	0.208535	0.235357	0.261662	0.282511	0.295517	0.302313	0.306994	0.312831	0.320228	0.327469	0.333082	0.337465	0.342642	0.350742	0.362544	0.376984	0.391753	0.404464	0.413761	0.419842	0.424160	0.428535	0.434069	0.440399	0.445745	0.447958	0.446072	0.441276	0.436366	0.433893	0.434482	0.436760	0.439029	0.441184	0.445129	0.453107	0.465242	0.478444	0.487841	0.489845	0.484527	0.475461	0.467186	0.462238	0.459888	0.457266	0.451797	0.443202	0.433934	0.427931	0.428375	0.435670	0.446798	0.456514	0.459780	0.454155	0.440949	0.424549	0.410239	0.401684	0.399427	0.401144	0.403226	0.402688	0.398550	0.392247	0.386922	0.385809	0.390477	0.399994	0.411510	0.421686	0.427877	0.428464	0.422773	0.411277	0.396168	0.381507	0.372105	0.371380	0.379561	0.393557	0.408464	0.419659	0.424474	0.423085	0.418464	0.415184	0.417247	0.426059	0.439871	0.454968	0.467543	0.474835	0.475190	0.467769	0.452699	0.431605	0.407698	0.384883	
0.918507	0.918831	0.919421	0.920551	0.922493	0.925346	0.928929	0.932798	0.936427	0.939424	0.941662	0.943263	0.944458	0.945412	0.946087	0.946225	0.945457	0.943514	0.940440	0.936667	0.932890	0.929815	0.927913	0.927298	0.927752	0.928844	0.930102	0.931161	0.931857	0.932224	0.932400	0.932496	0.932483	0.932178	0.931309	0.929623	0.926998	0.923512	0.919442	0.915165	0.910977	0.906924	0.902682	0.897434	0.889645	0.876872	0.856074	0.824752	0.782646	0.732840	0.681191	0.634083	0.595860	0.567559	0.547418	0.532296	0.518896	0.504375	0.486792	0.465676	0.442386	0.419694	0.400567	0.386866	0.378855	0.375681	0.376236	0.379549	0.384301	0.387922	0.386184	0.374090	0.348131	0.308779	0.261379	0.214316	0.175373	0.148725	0.134295	0.129278	0.130264	0.134644	0.140989	0.148815	0.158253	0.169898	0.184724	0.203721	0.227135	0.253737	0.280972	0.306139	0.327763	0.346029	0.362066	0.376819	0.390272	0.401198	0.407276	0.405577	0.393545	0.370189	0.336758	0.296439	0.253331	0.211398	0.173637	0.141558	0.115210	0.094010	0.077876	0.067620	0.064204	0.067532	0.075826	0.085983	0.094565	0.098929	0.098159	0.093466	0.087789	0.084660	0.086898	0.095654	0.110109	0.127840	0.145744	0.161172	0.172752	0.180499	0.185313	0.188308	0.190362	0.192064	0.193926	0.196650	0.201335	0.209458	0.222449	0.240745	0.262747	0.284705	0.302337	0.313425	0.319149	0.322725	0.326564	0.330680	0.333674	0.334924	0.335748	0.338685	0.345835	0.357606	0.372570	0.388234	0.402124	0.412735	0.419986	0.425061	0.429697	0.435140	0.441244	0.446331	0.448223	0.445936	0.440750	0.435612	0.433169	0.434040	0.436805	0.439710	0.442537	0.446942	0.454784	0.465835	0.476936	0.483581	0.482884	0.475628	0.465758	0.457705	0.453560	0.452112	0.450197	0.445183	0.436912	0.428026	0.422602	0.423788	0.431763	0.443226	0.452792	0.455518	0.449212	0.435415	0.418625	0.404152	0.395658	0.393690	0.395876	0.398475	0.398296	0.394147	0.387309	0.380906	0.378334	0.381512	0.389944	0.401128	0.411862	0.419416	0.421970	0.418657	0.409795	0.397396	0.385223	0.377684	0.377821	0.385656	0.398102	0.410433	0.418365	0.419741	0.415363	0.408746	0.404660	0.406880	0.416336	0.430869	0.446627	0.459890	0.468027	0.469384	0.462939	0.448553	0.427638	0.403360	0.379768	
0.918690	0.919277	0.920068	0.921299	0.923237	0.926010	0.929471	0.933209	0.936716	0.939604	0.941746	0.943265	0.944392	0.945292	0.945932	0.946057	0.945304	0.943403	0.940385	0.936659	0.932904	0.929820	0.927894	0.927260	0.927716	0.928834	0.930125	0.931202	0.931880	0.932183	0.932256	0.932227	0.932093	0.931693	0.930771	0.929077	0.926480	0.923041	0.919019	0.914779	0.910621	0.906599	0.902402	0.897237	0.889610	0.877126	0.856752	0.825908	0.784158	0.734378	0.682307	0.634365	0.595044	0.565540	0.544179	0.527874	0.513416	0.498131	0.480241	0.459330	0.436678	0.414935	0.396988	0.384630	0.377975	0.375915	0.377093	0.380408	0.384541	0.386924	0.383207	0.368165	0.338129	0.293719	0.240806	0.188510	0.145229	0.115389	0.098794	0.092333	0.092294	0.095898	0.101683	0.109246	0.118886	0.131452	0.148255	0.170632	0.198982	0.231816	0.265871	0.297557	0.324744	0.347430	0.366952	0.384560	0.400405	0.413237	0.420619	0.419503	0.407265	0.382920	0.347828	0.305387	0.259941	0.215646	0.175602	0.141337	0.112850	0.089404	0.070614	0.056953	0.049219	0.047550	0.050855	0.057009	0.063560	0.068534	0.071149	0.072194	0.073891	0.079170	0.090610	0.109364	0.134474	0.162930	0.190661	0.214071	0.231264	0.242304	0.248555	0.251748	0.253290	0.254097	0.254749	0.255759	0.257837	0.262023	0.269518	0.281006	0.295701	0.310986	0.323532	0.331392	0.335196	0.337112	0.338565	0.339120	0.337586	0.334018	0.330535	0.330293	0.335669	0.347045	0.362768	0.380034	0.396039	0.408932	0.418291	0.425007	0.430634	0.436366	0.442106	0.446311	0.447065	0.443774	0.438117	0.433228	0.431626	0.433585	0.437342	0.440919	0.443960	0.447955	0.454570	0.463476	0.471679	0.475170	0.471764	0.462882	0.452770	0.445703	0.443268	0.443642	0.443187	0.439048	0.431102	0.422213	0.416723	0.417954	0.426094	0.437761	0.447511	0.450427	0.444375	0.430912	0.414506	0.400438	0.392357	0.390762	0.393153	0.395604	0.394788	0.389516	0.381224	0.373301	0.369492	0.372096	0.380898	0.393419	0.406150	0.415853	0.420250	0.418250	0.410203	0.398243	0.386157	0.378239	0.377389	0.383592	0.393852	0.403616	0.408852	0.407808	0.401846	0.394981	0.392106	0.396587	0.408588	0.425227	0.442294	0.456115	0.464334	0.465570	0.458963	0.444393	0.423207	0.398499	0.374311	
0.918637	0.919528	0.920570	0.921952	0.923925	0.926635	0.929974	0.933570	0.936941	0.939707	0.941744	0.943171	0.944221	0.945059	0.945655	0.945764	0.945026	0.943174	0.940224	0.936567	0.932860	0.929798	0.927877	0.927254	0.927743	0.928919	0.930279	0.931408	0.932095	0.932348	0.932315	0.932142	0.931855	0.931327	0.930323	0.928601	0.926016	0.922606	0.918610	0.914391	0.910257	0.906282	0.902168	0.897133	0.889697	0.877493	0.857481	0.826997	0.785422	0.735426	0.682616	0.633425	0.592476	0.561137	0.537910	0.519907	0.504185	0.488336	0.470718	0.450808	0.429600	0.409474	0.393189	0.382492	0.377383	0.376521	0.378320	0.381604	0.385161	0.386585	0.381591	0.364882	0.332693	0.285669	0.229897	0.174830	0.129158	0.097425	0.079374	0.071738	0.070669	0.073328	0.078277	0.085199	0.094520	0.107263	0.124974	0.149244	0.180614	0.217465	0.256091	0.292330	0.323608	0.349768	0.372197	0.392211	0.409931	0.424041	0.432109	0.431190	0.418761	0.393844	0.357737	0.313815	0.266499	0.220080	0.177795	0.141295	0.110697	0.085302	0.064596	0.048759	0.038315	0.033374	0.033194	0.036324	0.041118	0.046289	0.051393	0.057130	0.065366	0.078686	0.099509	0.128892	0.165517	0.205557	0.243822	0.275720	0.298863	0.313428	0.321306	0.324867	0.326041	0.326027	0.325406	0.324421	0.323301	0.322566	0.323144	0.326002	0.331319	0.337865	0.343496	0.346656	0.347424	0.346918	0.345671	0.342909	0.337607	0.330213	0.323257	0.320270	0.323952	0.334870	0.351321	0.370207	0.388310	0.403415	0.414857	0.423369	0.430341	0.436758	0.442352	0.445610	0.444972	0.440459	0.434324	0.429907	0.429450	0.432686	0.437365	0.441253	0.443918	0.446834	0.451670	0.458188	0.463649	0.464470	0.458966	0.448978	0.438946	0.433019	0.432363	0.434602	0.435614	0.432313	0.424635	0.415709	0.410170	0.411501	0.419903	0.431948	0.442186	0.445724	0.440404	0.427670	0.411866	0.398231	0.390462	0.389063	0.391391	0.393286	0.391307	0.384434	0.374531	0.365508	0.361533	0.365103	0.375900	0.391008	0.406244	0.417693	0.422670	0.420090	0.410631	0.396835	0.382763	0.372798	0.369865	0.374034	0.382425	0.390563	0.394479	0.392602	0.386663	0.381067	0.380769	0.388650	0.403989	0.423040	0.441135	0.454660	0.461679	0.461349	0.453282	0.437674	0.415985	0.391237	0.367281	
